세계로베이커리,대송8길 17 (화정동)
팡스베이커리,"월봉1가길 28 (방어동, 919-3, 102호)"
비원베이커리,화문로 64 (방어동)
한진 C&B 베이커리,"월봉10길 19 (화정동,동산프라자 상가 1층)"
파리바게뜨,"전하로 37, 103동 1층 101호 (전하동, 618외 1필지 한라한빛타운)"
뚜레쥬르울산전하동점,진성14길 114 (전하동)
몽블랑제 울산동구점,"방어진순환도로 637 (일산동,(지하2층))"
뚜레쥬르대송농산점,"대학길 48 (화정동, 849-3 지상1~2층)"
파리바게뜨 울산방어진점,문현로 41 (방어동)
파리바게뜨 울산남목점,"동해안로 32, 1층 (동부동)"
뚜레쥬르 방어점,"화문로 51 (방어동,지상1층)"
파리바게뜨 서부점,"방어진순환도로 919 (서부동,지상1층)"
파리바게트(울산화정점),"방어진순환도로 561, 1층 (화정동)"
파리바게트,"봉수로 250, 302동 지하3층 111호 (전하동, 660-1 전하푸르지오 상가)"
앤티앤스,"방어진순환도로 899 (서부동, 현대백화점 지하1층)"
카페아마데우스(현대중공업),"방어진순환도로 1000, 1층 (전하동, 1번지외 172필지 405동 조)본관)"
(주)현대그린푸드 베즐리베이커리(본관),"방어진순환도로 877 (전하동, 울산대학교병원 본관)"
(주)현대그린푸드 베즐리베이커리 카페(신관),"방어진순환도로 877 (전하동, 울산대학교병원 신관)"
뚜레쥬르 울산 일산점,등대로 12 (방어동)
파리바게뜨 서부패밀리2호점,"방어진순환도로 985, 1층 (서부동)"
브레드파파,화진길 137 (화정동)
카페아마데우스(현대중공업 엔진기계사업본부점),"방어진순환도로 1000, 현대중공업 엔진기계사업본부 본관1층 (전하동)"
카페아마데우스(현대E&T점),"방어진순환도로 1000, 현대E&T본관2층 (전하동)"
카페아마데우스(현대중공업 중앙기술원점),"방어진순환도로 1000, 1층 (전하동, 현대중공업 중앙기술원 본관)"
카페아마데우스(현대중공업 전기전자시스템사업본부점),"방어진순환도로 700, 현대일렉트릭 1층 (일산동)"
빵야,"옥류로 46, 1층 (동부동)"
카페아마데우스(현대중공업 플랜트점),"방어진순환도로 1000, 현대중공업(주) 플랜트사업부 구본관 동 1층 (전하동)"
카페아마데우스(현대중공업 조선 생산 2관점),"방어진순환도로 1000, 현대중공업(주) 조선사업부 생산2관동 1층 (전하동)"
파리바게트 동부현대점,"안산로 50, 상가 122동 (동부동, 현대패밀리동부아파트)"
마듀현대백화점동구점,"방어진순환도로 899, 지하1층 (서부동, 현대백화점동구점)"
주전해수족욕카페,"주전해안길 156, 1~2층 (주전동)"
주현베이커리,"진성4길 55, 1층 (전하동)"
빵드 브라운,"대송7길 13, 1층 (화정동)"
스윗 모먼트(sweet moment),"학문로 61, 1층 (화정동)"
제이팩토리,"해수욕장10길 18, 상가동 1층 101호 (일산동)"
디어투유(Dear to you),"진성2길 49, 1층 (전하동)"
메리유케이크(MERRY YOU CAKE),"옥류로 75, 1층 104호 (동부동)"
카페아마데우스(해양본관),방어진순환도로 400 (주)현대중공업해양사업부본부 6층 (방어동)
탄탄제과,"등대3길 40, 3층 (방어동)"
카페베즐리,"고늘로 77, 현대건설기계 1층 (일산동)"
아프로디테2호점,"방어진순환도로 100, 현대미포조선 1층 (방어동)"
임진,"대송10길 19, 1층 (화정동, 화이트빌)"
선빵-Sun Bread,"녹수길 24, 1층 (전하동)"
바게트왕자 슈크림공주,남목8길 1 (서부동)
엄마당(디저트작업소),"남목12길 36, 1층 (동부동)"
팥박사,"전하로 46, 1층 (전하동)"
청초공방,"동진4길 25, 1층 (방어동)"
크라상점울산전하점,"봉수로 290, 상가B동 지하2층 215호 (전하동, e편한세상 전하)"
카페베즐리 특수선설계관,"방어진순환도로 400, 해양설계관 11동 (방어동)"
카페베즐리특수선본관,"방어진순환도로 1000, 현대중공업 1층 (전하동)"
바게트왕자슈크림공주,"진성13길 86, 1층 (전하동)"
꾸꾸과자점,"등대2길 7, 1층 (방어동)"
베즐리,"바드래1길 30, 한마음회관 (전하동)"
달콤한해,"화정2길 55, 1층 (화정동)"
주현베이커리 2호점,"남목18길 2-2, 1층 102호 (동부동)"
하이스토어편의점&카페,방어진순환도로 400 (주)현대중공업해양사업부본부 1층 (방어동)
힐링정원,"월봉4길 36, 1층 (방어동)"
청강유통,"녹수8길 72, 지상B동 2층 211호 (전하동)"
(주)현대그린푸드 현대중공업울산 전처리센터,방어진순환도로 1000 (전하동)
방어진농협경제사업소,"동해안로 31, 2층 (동부동)"
씨제이아이누리 울산1호점,"화암7길 27, 101호 (방어동)"
아이누리울산동부점,"북진6길 33, 1층 (방어동)"
아모레현대특약점,방어진순환도로 1141 (서부동)
유니베라 울산동구대리점,방어진순환도로 657 (일산동)
방어진농업협동조합(방어점),내진4길 4 (방어동)
방어진농업협동조합(동부점),동해안로 31 (동부동)
정관장홍삼일산점,방어진순환도로 673 (일산동)
늘푸른산부인과,방어진순환도로 1130 (서부동)
아리따움 전하점,진성4길 55 (전하동)
마임일산지사,"방어진순환도로 541 (방어동,3층)"
GNC현대동구점,"방어진순환도로 899 (서부동,현대백화점 지하1층)"
정관장현대동구점,"방어진순환도로 899 (서부동,지하1층)"
허브큐어,"방어진순환도로 733, 101동 112호 (전하동,삼전아이필하모니)"
보떼(BEAUTE),"진성12길 80 (전하동,상가 103호)"
(주)홈플러스 울산동구점,"방어진순환도로 637 (일산동,(지하2층))"
한방 우양엠에치,"진성13길 71, 3층 302호 (전하동, 삼성전하아트빌라)"
누가의료기,방어진순환도로 743 (전하동)
(주)코리아나화장품,"옥류로 6 (동부동,(명성빌딩 4층))"
이글드림,"대송2길 72 (화정동,(2층))"
정관장남목점,방어진순환도로 1137 (서부동)
에치와이동구점,"방어진순환도로 733, 1층 101,109호 (전하동, 삼전 아이필하모니)"
(주)에이에이치씨코리아(현대울산동구점),"방어진순환도로 899 (서부동,지하1층)"
생기,"방어진순환도로 707 (일산동,(2층))"
이체울산지사,"방어진순환도로 1158, 3층 (서부동)"
(주)다정,"방어진순환도로 899 (서부동,지하1층)"
주효섭 소아과의원,"진성14길 90 (전하동,(2층))"
보떼동부점,미포1길 52 (동부동)
아리따움 화정점,대학길 49 (화정동)
아모레 울산 동구 특약점,"방어진순환도로 674, 3층 (일산동)"
(주)아모레퍼시픽,방어진순환도로 899 (서부동)
동구홈플러스 LG화장품(울산동구점),"방어진순환도로 637 (일산동,지하2층)"
쉬즈네일,양지5길 54 (화정동)
오휘남목점,"옥류로 2, 4층 (서부동, 315-83)"
마임울산남목 남부지사,동해안로 32 (동부동)
마임울산남목북부지사,"명덕7길 11, 2층 (서부동)"
포시즌헬쓰,"꽃바위로 376 (방어동, 82-17)"
쿱스토어울산 전하점,바드래길 100 (전하동)
늘푸른녹즙,문현로 7 (방어동)
신통의원,대학길 30 (화정동)
세븐일레븐(울산방어본점),동진로 10 (방어동)
세븐일레븐울산일산점,"방어진순환도로 616, 지상1층 (화정동)"
참선진녹즙,"대송5길 63, 해오름빌 1층 (화정동)"
지에스25 울산 문현점,"문현2길 13, 1층 (방어동)"
오휘 신동울산점,방어진순환도로 556 (방어동)
주식회사 현대백화점 동구점,"방어진순환도로 899 (서부동, 현대백화점)"
쿱스토어울산남목점,"동해안로 6, 1층 (서부동)"
애터미 울산 희망센터,"진성14길 56, 2층 (전하동)"
울산마임 남목서부지사,"진성2길 16, 3층 (전하동)"
씨제이올리브영(주) 울산테라스파크점,"방어진순환도로 652, C동 1층 107호,110호 (일산동)"
3H전하센터,"진성14길 63, 2층 (전하동)"
하트키(HEARTKEY),"문재3길 49, 701호 (방어동, 성원골드빌리지)"
애터미,"동해안로 38, 2층 (동부동)"
지에스(GS)25 울산명덕점,"명덕로 70, 1층 (서부동, 현대패밀리명덕2차아파트상가)"
참사랑홈파티스스튜디오전하점,"진성13길 70, 지상동 1층 (전하동)"
초록마을(전하점),"봉수로 250, 302동 지하3층 109호 (전하동, 전하푸르지오)"
참사랑홈파티스쿠킹스튜디오 황금점,"봉수로 314, B동 1층 102호 (전하동, 전하황금시장형상가)"
힐링엔젤스 울산본점,"녹수12길 8, 청솔 1층 (전하동)"
와이앤에이치,"봉수로 270, 107동 1902호 (전하동, 전하I'PARK)"
생그린동울산지사,"방어진순환도로 1156, 3층 (서부동)"
생생행복 녹즙,"대송12길 39, 1층 (화정동)"
씨제이올리브영(주) 울산남목점,"방어진순환도로 1132, 경남은행남목지점 (서부동)"
점핑다이어트,"진성14길 78, 2층 (전하동)"
청일,"대학길 38, 2층 (화정동)"
초록녹즙마을(동구남목점),"미포4길 31, 키다리어린이 1층 (동부동)"
세라젬클럽밸런스5방어점,"꽃바위5길 55, 1층 101~2호 (방어동)"
씨엠컴파니,"진성6길 53, 1층 104호 (전하동)"
(주)레이델코리아,"방어진순환도로 899, 현대백화점 (서부동)"
참선진녹즙,"대학길 121, 1층 (화정동)"
로즈메디산부인과의원,방어진순환도로 747 (전하동)
코리아통상(주) 울산대학교병원점,"방어진순환도로 877, 울산대학교병원 1층 (전하동)"
미건의료기,진성4길 50 (전하동)
가온누리,"내진길 80, 지하1층 (방어동)"
노브랜드 울산방어점,"문현로 1, 1층 (방어동)"
아모레퍼시픽,"방어진순환도로 637, 홈플러스 지하동 2층 (일산동)"
에스엘무역,"해수욕장9길 42, 1층 (일산동)"
(주)애터미울산주렁주렁센터,"녹수8길 74, 2층 203호 (전하동, 동천로하스빌 A)"
애터미 울산하람센터,"방어진순환도로 1140, 2층 (서부동)"
리아인삼건강기능식품,"문재2길 14, 1층 (방어동)"
에이필드,"남진길 94-3, 1층 (방어동)"
통라이프(주) 울산동구점,"방어진순환도로 899, 현대백화점 지하동 1층 (서부동)"
포라이프(4Life),"문현1길 37, 803호 (방어동, 정림아파트)"
참사랑홈파티스스튜디오 울산꽃바위점,"문재6길 4, 1층 (방어동)"
에이치바이블,"내진4길 11, 센트럴상가 1층 102호 (방어동)"
순상회,"번덕8길 27, 일산원룸 1층 102호 (일산동)"
폴리커머스,"녹수8길 72, B동 201호 (전하동, 주식회사 동천씨엔디)"
심장혈관코디네이터,"꽃바위5길 27, 2층 205호 (방어동, 풍성비치타운)"
명창슈퍼푸드,대송6길 32 (화정동)
소소아라컴퍼니,"옥류로 92, 102동 4층 412호 (동부동, 벽산유토피아아파트)"
(주)해오라,"문재2나길 14, 3층 302호 (방어동, 청송빌라)"
다원뷰티몰,진성14길 28-1 (전하동)
마켓루트,"녹수8길 72, B동 203호 (전하동, 주식회사 동천씨엔디)"
네이처컬렉션 동울산시장점,"진성14길 92, 101호 (전하동)"
종근당건강 헬스벨스토리 울산대송점,"대송6길 32, 지상1층 (화정동)"
서울강안과의원,"방어진순환도로 797, 서울강안과 2층 (전하동)"
독일피엠(PM),"동해안로 61, 1층 (동부동)"
세븐일레븐 울산현대중공업점,"방어진순환도로 851, 세븐일레븐 지상1층 (전하동)"
씨제이올리브영(주)현대백화점울산동구점,"방어진순환도로 899, 현대백화점 지상1층 (서부동)"
앤드원,"방어진순환도로 581, 7층 701호 (화정동, 진성라포레)"
파트너,"방어진순환도로 999, 201동 1605호 (서부동, 현대패밀리서부2차아파트)"
제이비온 전하점,"진성4길 48, 4층 (전하동)"
이오스타,"진성15길 55, 101동 1204호 (화정동, 벽산우진타운)"
비웰마켓,"북진2길 23, 방어동 301호 (방어동)"
남양우유,"화잠8길 10, 1층 (방어동)"
아르떼39,"문재4가길 6, 명아빌 203호 (방어동)"
오성무역,"진성5길 56-1, 1층 (전하동)"
세븐일레븐 울산월봉스마일점,"월봉4길 36, 지상1층 (방어동)"
힐링센터,"대송1길 30, 2층 (화정동)"
라라샵,"대송7길 19, 지상2층 (화정동)"
다온팜,"월봉로 69, 1층 (화정동)"
등대신발,"방어진순환도로 569-1, 1층 (화정동)"
손파파,"안산로 50, 115동 807호 (동부동, 현대패밀리동부아파트)"
판신유통,"등대2길 25-1, 2층 201호 (방어동)"
웰빙건강원,녹수길 20 (전하동)
맥섬석의료기,"진성14길 62, 2층 (전하동)"
킹빅토리,"바드래길 125, 101동 1층 1108호 (전하동, 삼전아이필)"
365소아청소년과의원,"방어진순환도로 645, 5층 (일산동)"
세븐일레븐울산일산문점,"대송로 26, 1층 (일산동)"
패밀리,"안산로 50, 104동 1층 101호 (동부동, 현대패밀리동부아파트)"
오혜숙생활단식 박명옥지사,"화문로 70, 102동 503호 (방어동, 현대비치아파트)"
라라샵,"녹수10길 5-13, 1층 (전하동)"
리뉴메디,"월봉7길 17, 1층 (화정동)"
비니몰,"명덕로 30, 112층 1207호 (서부동, 현대패밀리명덕아파트)"
종근당건강헬스벨스토리울산전하점,"진성14길 77, 1층 8호 (전하동)"
티티라이프,"진성8길 109, 1층 (전하동)"
애터미,월봉11길 4 (화정동)
공원매점,"등대로 99, 대왕암상가 A동 1층 1호 (일산동)"
서경메디칼,"녹수8길 72, 215호 (전하동, 주식회사 동천씨엔디)"
화니또스토어,"진성15가길 5, B동 408호 (전하동, 삼창파크아파트)"
세라젬 울산동구일산점,"방어진순환도로 652, 테라스파크 제1동 1층 c101~105호 (일산동)"
에이치코스메틱,"봉수로 450, 103동 2502호 (서부동, 서부성원상떼빌)"
샤인테라피,"방어진순환도로 741, 2층 (전하동)"
더케이,"월봉3길 46, 202호 (방어동, 한라파크)"
영율컴퍼니(J2C),"화잠7길 51, 효영빌 1층 (방어동)"
위듀마켓,"봉수로 270, 103동 2302호 (전하동, 전하I'PARK)"
슉홈바,"녹수7길 38, 해오름빌리지 302호 (전하동)"
주식회사강피디,"해수욕장3길 30, 1층 101호 (일산동)"
애터미 울산열린센터,"화잠로 133, 2층 (방어동)"
애터미글로벌원센터,"북진3길 37, 5층 (방어동)"
나연,"남목1길 16, 2층 (서부동)"
쏭's쏘잉,"바드래길 115, 102동 103호 (전하동, 삼전아이필)"
천궁건강생활센터 울산동구점,"진성14길 66, 2층 (전하동)"
"주식회사 그린엘프(Green Elf Co., Ltd.)","방어진순환도로 546-1, 3층 (방어동)"
채채네마켓,명덕3길 21 (서부동)
힐링모먼트,"화암4길 15, 101동 203호 (방어동, 장보해맞이아파트)"
에코리빙,"봉수로 250, 302동 지3층 114호 (전하동, 울산전하푸르지오)"
영이네정원,"문재6길 33, 401호 (방어동, 진성아트빌3차)"
곰직구,"꽃바위2나길 24, 흰돌빌리지 3층 303호 (방어동)"
해외직구봄빛,"옥류로 87, 606호 (동부동, 남목그린타워)"
건강연구소,"옥류로 68, 1층 (동부동)"
레일리,"전하로 35, 101동 1508호 (전하동, 한라한빛타운)"
인셀덤우리끼리2호,"남목13길 38, 현대파크맨션 상가동 1층 110호 (동부동)"
케이비상사지에스더프레시울산서부점,"방어진순환도로 995-2, 서부회관 1층 (서부동)"
